Property_Title,Price,Area_SqFt,BHK,Bathrooms,Furnishing_Status,Property_Type,Seller_Type,Project_Name,Locality,Posted_Date,Floor_Number,Source_Website,Raw_JSON,URL,Description,Price_Lakhs,Area_SqFt_Clean,BHK_Clean,Bathrooms_Clean,Bathrooms_Imputed,Property_Type_Clean,Furnishing_Status_Clean,Extracted_Locality,Locality_Tier,Price_Per_SqFt,Price_Log,Bath_to_BHK_Ratio,Area_Per_Bedroom,Size_Category,Is_Luxury,Is_Villa,Is_Studio,Is_Premium_Location,Furnishing_Score,BHK_Category,Price_Category,Spaciousness_Score,Property_Type_Score,Source_Score,Data_Completeness
"3 BHK Flat for Sale in Sargam Flat, Ahmedabad","₹
1.35 Cr",1350.0,3.0,3.0,Furnished,,Owner,,,,,MagicBricks,"""5\n+\nPhotos\nPosted: 3 months ago\nOwner: Ronak Patel\n3 BHK Flat for Sale in Sargam Flat, Ahmedabad\nSargam Flat\nCARPET AREA\n1350 sqft\nSTATUS\nReady to Move\nFLOOR\n1 out of 5\nTRANSACTION\nResale\nFURNISHING\nFurnished\nFACING\nSouth\nOVERLOOKING\nMain Road\nSOCIETY\nSargam Flat\nOWNERSHIP\nPower Of Attorney\nBATHROOM\n3\nBALCONY\n1\n\u20b9\n1.35 Cr\n\u20b96,977 per sqft\nContact OwnerGet Phone No.""",,"5
+
Photos
Posted: 3 months ago
Owner: Ronak Patel
3 BHK Flat for Sale in Sargam Flat, Ahmedabad
Sargam Flat
CARPET AREA
1350 sqft
STATUS
Ready to Move
FLOOR
1 out of 5
TRANSACTION
Resale
FURNISHING
F",135.0,1350.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,10000.0,4.912654885736052,1.0,450.0,Large,1,0,0,0,3,3BHK,Luxury,0.9712230215827338,3,2,1.0
"3 BHK Flat for Sale in SAFAL PARIVESH, Prahlad Nagar, Ahmedabad","₹
1.35 Cr",2010.0,3.0,3.0,Furnished,,Owner,,,,,MagicBricks,"""11\n+\nPhotos\nPosted: Today\nCertified Agent\nD\nDwarkesh Management\n100+ Buyers Served\nVERIFIED ON SITE\n3 BHK Flat for Sale in SAFAL PARIVESH, Prahlad Nagar, Ahmedabad\nSAFAL PARIVESH\nSUPER AREA\n2010 sqft\nSTATUS\nReady to Move\nFLOOR\n10 out of 11\nTRANSACTION\nNew Property\nFURNISHING\nFurnished\nFACING\nEast\nOVERLOOKING\nMain Road\nSOCIETY\nSAFAL PARIVESH\nOWNERSHIP\nFreehold\nBATHROOM\n3\nBALCONY\n1\nEast Facing Property\nNewly Constructed Property\nNewly Constructed Property\n\n3 bhk fully furnished, like all furniture""",,"11
+
Photos
Posted: Today
Certified Agent
D
Dwarkesh Management
100+ Buyers Served
VERIFIED ON SITE
3 BHK Flat for Sale in SAFAL PARIVESH, Prahlad Nagar, Ahmedabad
SAFAL PARIVESH
SUPER AREA
2010 sqft
",135.0,2010.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,6716.417910447762,4.912654885736052,1.0,670.0,Very Large,1,0,0,0,3,3BHK,Luxury,1.4460431654676258,3,2,1.0
"3 BHK Flat for Sale in Goyal Orchid Exotica, Prahlad Nagar, Ahmedabad","₹
1.35 Cr",1915.0,3.0,3.0,Furnished,,Owner,,,,,MagicBricks,"""9\n+\nPhotos\nUpdated 3 months ago\nOwner: Viral Gosalia\n3 BHK Flat for Sale in Goyal Orchid Exotica, Prahlad Nagar, Ahmedabad\nGoyal Orchid Exotica\nSUPER AREA\n1915 sqft\nSTATUS\nReady to Move\nFLOOR\n8 out of 12\nTRANSACTION\nResale\nFURNISHING\nUnfurnished\nSOCIETY\nGoyal Orchid Exotica\nOWNERSHIP\nFreehold\nBATHROOM\n3\nBALCONY\n1\n\u20b9\n1.35 Cr\n\u20b97,050 per sqft\nContact OwnerGet Phone No.""",,"9
+
Photos
Updated 3 months ago
Owner: Viral Gosalia
3 BHK Flat for Sale in Goyal Orchid Exotica, Prahlad Nagar, Ahmedabad
Goyal Orchid Exotica
SUPER AREA
1915 sqft
STATUS
Ready to Move
FLOOR
8 out of",135.0,1915.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,7049.608355091384,4.912654885736052,1.0,638.3333333333334,Very Large,1,0,0,0,3,3BHK,Luxury,1.3776978417266186,3,2,1.0
"3 BHK Flat for Sale in Sheetal Westpark Residency, Vastrapur Gam, Ahmedabad","₹
1.35 Cr",1100.0,3.0,,Furnished,,Owner,,,,,MagicBricks,"""76\n+\nPhotos\nUpdated 1 month ago\nOwner: Megha Agarwal\n3 BHK Flat for Sale in Sheetal Westpark Residency, Vastrapur Gam, Ahmedabad\nSheetal Westpark Residency\nCARPET AREA\n1100 sqft\nSTATUS\nReady to Move\nFLOOR\n4 out of 14\nTRANSACTION\nResale\nFURNISHING\nFurnished\nSOCIETY\nSheetal Westpark Residency\nBATHROOM\n3\n\nMultistorey apartment is available for sale. It is a good location property. Please contact for more details.\n\nRead more\n\u20b9\n1.35 Cr\n\u20b98,544 per sqft\nContact OwnerGet Phone No.""",,"76
+
Photos
Updated 1 month ago
Owner: Megha Agarwal
3 BHK Flat for Sale in Sheetal Westpark Residency, Vastrapur Gam, Ahmedabad
Sheetal Westpark Residency
CARPET AREA
1100 sqft
STATUS
Ready to Move
F",135.0,1100.0,3.0,,3.0,Apartment,Furnished,Unknown,Tier 3,12272.727272727272,4.912654885736052,1.0,366.6666666666667,Large,1,0,0,0,3,3BHK,Luxury,0.7913669064748201,3,2,1.0
"3 BHK Flat for Sale in Riviera Bliss, South Bopal, Bopal, Ahmedabad","₹
1.33 Cr",1283.0,3.0,3.0,Furnished,,Dealer,,,,,MagicBricks,"""8\n+\nPhotos\nPosted: Nov 24, '25\n3 BHK Flat for Sale in Riviera Bliss, South Bopal, Bopal, Ahmedabad\nRiviera Bliss\nCARPET AREA\n1283 sqft\nUNDER CONSTRUCTION\nPoss. by Dec '29\nTRANSACTION\nNew Property\nFURNISHING\nUnfurnished\nSOCIETY\nRiviera Bliss\nBATHROOM\n3\nBALCONY\n2\n\nMultistorey Apartment for Sale in South Bopal, Ahmedabad. Covered area is 2420.0 Sq-ft. This property belongs to \""Riviera Bliss\"" .\n\nRead more\n\u20b9\n1.33 Cr\n\u20b95,500 per sqft\nContact AgentEnquire Now""",,"8
+
Photos
Posted: Nov 24, '25
3 BHK Flat for Sale in Riviera Bliss, South Bopal, Bopal, Ahmedabad
Riviera Bliss
CARPET AREA
1283 sqft
UNDER CONSTRUCTION
Poss. by Dec '29
TRANSACTION
New Property
FURN",133.0,1283.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,10366.328916601715,4.897839799950911,1.0,427.6666666666667,Large,1,0,0,0,3,3BHK,Luxury,0.923021582733813,3,2,1.0
"4 BHK Flat for Sale in Elenza Greenwood, South Bopal, Bopal, Ahmedabad","₹
1.33 Cr",2700.0,4.0,4.0,Furnished,,Owner,,,,,MagicBricks,"""12\n+\nPhotos\nUpdated 3 weeks ago\nOwner: Nilesh Patel\nPremium Member\n4 BHK Flat for Sale in Elenza Greenwood, South Bopal, Bopal, Ahmedabad\nElenza Greenwood\nSUPER AREA\n2700 sqft\nSTATUS\nReady to Move\nFLOOR\n5 out of 14\nTRANSACTION\nResale\nFURNISHING\nUnfurnished\nSOCIETY\nElenza Greenwood\nBATHROOM\n4\nBALCONY\n2\n\u20b9\n1.33 Cr\n\u20b94,926 per sqft\nContact OwnerGet Phone No.""",,"12
+
Photos
Updated 3 weeks ago
Owner: Nilesh Patel
Premium Member
4 BHK Flat for Sale in Elenza Greenwood, South Bopal, Bopal, Ahmedabad
Elenza Greenwood
SUPER AREA
2700 sqft
STATUS
Ready to Move
FLO",133.0,2700.0,4.0,4.0,4.0,Apartment,Furnished,Unknown,Tier 3,4925.925925925926,4.897839799950911,1.0,675.0,Luxury,1,0,0,0,3,4+BHK,Luxury,1.2088650100738751,3,2,1.0
"4 BHK Flat for Sale in Turquoise Grandeur, Godhavi, Ahmedabad","₹
1.32 Cr",2800.0,4.0,,Furnished,,Owner,,,,,MagicBricks,"""19\n+\nPhotos\nUpdated 1 week ago\nOwner: Jvalant\nPremium Member\n4 BHK Flat for Sale in Turquoise Grandeur, Godhavi, Ahmedabad\nTurquoise Grandeur\nSUPER AREA\n2800 sqft\nSTATUS\nReady to Move\nFLOOR\n8 out of 13\nTRANSACTION\nResale\nFURNISHING\nUnfurnished\nSOCIETY\nTurquoise Grandeur\nBATHROOM\n4\n\nMultistorey apartment is available for sale. It is a good location property. Please contact for more details.\n\nRead more\n\u20b9\n1.32 Cr\n\u20b94,714 per sqft\nContact OwnerGet Phone No.""",,"19
+
Photos
Updated 1 week ago
Owner: Jvalant
Premium Member
4 BHK Flat for Sale in Turquoise Grandeur, Godhavi, Ahmedabad
Turquoise Grandeur
SUPER AREA
2800 sqft
STATUS
Ready to Move
FLOOR
8 out of 1",132.0,2800.0,4.0,,3.0,Apartment,Furnished,Unknown,Tier 3,4714.285714285715,4.890349128221754,0.75,700.0,Luxury,1,0,0,0,3,4+BHK,Luxury,1.2536377882247594,3,2,1.0
"4 BHK Apartment for Sale in Turquoise Grandeur, Godhavi Ahmedabad","₹
1.32 Cr",2800.0,4.0,,Furnished,,Owner,,,,,MagicBricks,"""19\n+\nPhotos\nUpdated 1 week ago\nOwner: Jvalant\nPremium Member\n4 BHK Apartment for Sale in Turquoise Grandeur, Godhavi Ahmedabad\nTurquoise Grandeur\nSUPER AREA\n2800 sqft\nSTATUS\nReady to Move\nFLOOR\n8 out of 13\nTRANSACTION\nResale\nFURNISHING\nUnfurnished\nSOCIETY\nTurquoise Grandeur\nBATHROOM\n4\n\nMultistorey apartment is available for sale. It is a good location property. Please contact for more details.\n\nRead more\n\u20b9\n1.32 Cr\n\u20b94,714 per sqft\nContact OwnerGet Phone No.""",,"19
+
Photos
Updated 1 week ago
Owner: Jvalant
Premium Member
4 BHK Apartment for Sale in Turquoise Grandeur, Godhavi Ahmedabad
Turquoise Grandeur
SUPER AREA
2800 sqft
STATUS
Ready to Move
FLOOR
8 out ",132.0,2800.0,4.0,,3.0,Apartment,Furnished,Unknown,Tier 3,4714.285714285715,4.890349128221754,0.75,700.0,Luxury,1,0,0,0,3,4+BHK,Luxury,1.2536377882247594,3,2,1.0
"3 BHK Flat for Sale in Raj Sangath Palm, Chandkheda, Ahmedabad","₹
1.31 Cr",1240.0,3.0,3.0,Furnished,,Owner,,,,,MagicBricks,"""13\n+\nPhotos\nPosted: Nov 21, '25\nAgent: Multi Real Estate\nOperating Since: 2003\n2000+ Buyers Served\n3 BHK Flat for Sale in Raj Sangath Palm, Chandkheda, Ahmedabad\nRaj Sangath Palm\nCARPET AREA\n1240 sqft\nSTATUS\nReady to Move\nFLOOR\n6 out of 7\nTRANSACTION\nResale\nFURNISHING\nFurnished\nFACING\nEast\nOVERLOOKING\nGarden/Park\nSOCIETY\nRaj Sangath Palm\nOWNERSHIP\nFreehold\nCAR PARKING\n2 Covered\nBATHROOM\n3\nBALCONY\n2\nNear PODAR ,HBK SCHOO.\n\n3 b h k fully furnished flat available in newly residential project at cha""",,"13
+
Photos
Posted: Nov 21, '25
Agent: Multi Real Estate
Operating Since: 2003
2000+ Buyers Served
3 BHK Flat for Sale in Raj Sangath Palm, Chandkheda, Ahmedabad
Raj Sangath Palm
CARPET AREA
1240 sqft",131.0,1240.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,10564.516129032258,4.882801922586371,1.0,413.3333333333333,Large,1,0,0,0,3,3BHK,Luxury,0.8920863309352517,3,2,1.0
"3 BHK Flat for Sale in Balatripura Aadhya Arambh Residential, Ghatlodiya, Ahmedabad","₹
1.31 Cr",1274.0,3.0,,Furnished,,Builder,,,,,MagicBricks,"""ZERO BROKERAGE\nPOPULAR PROJECT\n3 BHK Flat for Sale in Balatripura Aadhya Arambh Residential, Ghatlodiya, Ahmedabad\nBalatripura Aadhya Arambh Residential\nCARPET AREA\n1274 sqft\nUNDER CONSTRUCTION\nPoss. by Dec '27\nTRANSACTION\nNew Property\nFURNISHING\nUnfurnished\nSOCIETY\nBalatripura Aadhya Arambh Residential\nCAR PARKING\n1 Covered\nBATHROOM\n3\n\nSituated in a prime location, Aadhya Arambh offers unparalleled convenience with easy access to key locations (3 mins drive to SG Highway). Whether you seek a vi""",,"ZERO BROKERAGE
POPULAR PROJECT
3 BHK Flat for Sale in Balatripura Aadhya Arambh Residential, Ghatlodiya, Ahmedabad
Balatripura Aadhya Arambh Residential
CARPET AREA
1274 sqft
UNDER CONSTRUCTION
Poss. ",131.0,1274.0,3.0,,3.0,Apartment,Furnished,Unknown,Tier 3,10282.574568288854,4.882801922586371,1.0,424.6666666666667,Large,1,0,0,0,3,3BHK,Luxury,0.9165467625899281,3,2,1.0
"3 BHK Apartment for Sale in Raj Sangath Palm, Chandkheda Ahmedabad","₹
1.31 Cr",1240.0,3.0,3.0,Furnished,,Owner,,,,,MagicBricks,"""13\n+\nPhotos\nPosted: Nov 21, '25\nAgent: Multi Real Estate\nOperating Since: 2003\n2000+ Buyers Served\n3 BHK Apartment for Sale in Raj Sangath Palm, Chandkheda Ahmedabad\nRaj Sangath Palm\nCARPET AREA\n1240 sqft\nSTATUS\nReady to Move\nFLOOR\n6 out of 7\nTRANSACTION\nResale\nFURNISHING\nFurnished\nFACING\nEast\nOVERLOOKING\nGarden/Park\nSOCIETY\nRaj Sangath Palm\nOWNERSHIP\nFreehold\nCAR PARKING\n2 Covered\nBATHROOM\n3\nBALCONY\n2\nNear PODAR ,HBK SCHOO.\n\n3 b h k fully furnished flat available in newly residential project at""",,"13
+
Photos
Posted: Nov 21, '25
Agent: Multi Real Estate
Operating Since: 2003
2000+ Buyers Served
3 BHK Apartment for Sale in Raj Sangath Palm, Chandkheda Ahmedabad
Raj Sangath Palm
CARPET AREA
1240 ",131.0,1240.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,10564.516129032258,4.882801922586371,1.0,413.3333333333333,Large,1,0,0,0,3,3BHK,Luxury,0.8920863309352517,3,2,1.0
"3 BHK Apartment for Sale in Balatripura Aadhya Arambh Residential, Ghatlodiya Ahmedabad","₹
1.31 Cr",1274.0,3.0,,Furnished,,Builder,,,,,MagicBricks,"""ZERO BROKERAGE\nPOPULAR PROJECT\n3 BHK Apartment for Sale in Balatripura Aadhya Arambh Residential, Ghatlodiya Ahmedabad\nBalatripura Aadhya Arambh Residential\nCARPET AREA\n1274 sqft\nUNDER CONSTRUCTION\nPoss. by Dec '27\nTRANSACTION\nNew Property\nFURNISHING\nUnfurnished\nSOCIETY\nBalatripura Aadhya Arambh Residential\nCAR PARKING\n1 Covered\nBATHROOM\n3\n\nSituated in a prime location, Aadhya Arambh offers unparalleled convenience with easy access to key locations (3 mins drive to SG Highway). Whether you seek """,,"ZERO BROKERAGE
POPULAR PROJECT
3 BHK Apartment for Sale in Balatripura Aadhya Arambh Residential, Ghatlodiya Ahmedabad
Balatripura Aadhya Arambh Residential
CARPET AREA
1274 sqft
UNDER CONSTRUCTION
Po",131.0,1274.0,3.0,,3.0,Apartment,Furnished,Unknown,Tier 3,10282.574568288854,4.882801922586371,1.0,424.6666666666667,Large,1,0,0,0,3,3BHK,Luxury,0.9165467625899281,3,2,1.0
"4 BHK House for Sale in Premchand Nagar Society, Satellite Ahmedabad","₹
1.31 Cr",2070.0,4.0,4.0,Furnished,,Owner,,,,,MagicBricks,"""24\n+\nPhotos\nUpdated 5 days ago\nOwner: Ritesh\nPremium Member\n4 BHK House for Sale in Premchand Nagar Society, Satellite Ahmedabad\nSUPER AREA\n2070 sqft\nSTATUS\nReady to Move\nTRANSACTION\nResale\nFURNISHING\nFurnished\nFACING\nEast\nOWNERSHIP\nFreehold\nCAR PARKING\n2 Open\nBATHROOM\n4\nBALCONY\n3\nEast Facing Property\n\nNestled in the peaceful and well-established Premchand Nagar Society, this beautifully maintained 4 BHK independent house offers a rare opportunity to own a spacious residence in one of Ahmedabad'""",,"24
+
Photos
Updated 5 days ago
Owner: Ritesh
Premium Member
4 BHK House for Sale in Premchand Nagar Society, Satellite Ahmedabad
SUPER AREA
2070 sqft
STATUS
Ready to Move
TRANSACTION
Resale
FURNISHING",131.0,2070.0,4.0,4.0,4.0,Apartment,Furnished,Unknown,Tier 3,6328.502415458937,4.882801922586371,1.0,517.5,Very Large,1,0,0,0,3,4+BHK,Luxury,0.9267965077233042,3,2,1.0
"3 BHK Apartment for Sale in Avirat Silver Harmony 2, Gota Ahmedabad","₹
1.30 Cr",1163.0,3.0,3.0,Furnished,,Owner,,,,,MagicBricks,"""12\n+\nPhotos\nPosted: Nov 21, '25\nAgent: Address Of Properties\nOperating Since: 2018\n3 BHK Apartment for Sale in Avirat Silver Harmony 2, Gota Ahmedabad\nAvirat Silver Harmony 2\nCARPET AREA\n1163 sqft\nSTATUS\nReady to Move\nFLOOR\n6 out of 14\nTRANSACTION\nNew Property\nFURNISHING\nUnfurnished\nFACING\nEast\nOVERLOOKING\nGarden/Park, Main Road\nSOCIETY\nAvirat Silver Harmony 2\nOWNERSHIP\nFreehold\nCAR PARKING\n2 Covered\nBATHROOM\n3\nBALCONY\n1\n\nThe property is located at Nearby Auda Garden at Gota\n\n\u20b9\n1.30 Cr\n\u20b96,147 pe""",,"12
+
Photos
Posted: Nov 21, '25
Agent: Address Of Properties
Operating Since: 2018
3 BHK Apartment for Sale in Avirat Silver Harmony 2, Gota Ahmedabad
Avirat Silver Harmony 2
CARPET AREA
1163 sqft
STA",130.0,1163.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,11177.98796216681,4.875197323201151,1.0,387.6666666666667,Large,1,0,0,0,3,3BHK,Luxury,0.8366906474820144,3,2,1.0
"4 BHK Flat in Sughad, Ahmedabad","₹1.3 Cr
₹5,555 /sqft
2,340 sqft
(217 sqm)
Super Built-up Area
4 BHK
(3 Baths)
Ready To Move",2340.0,4.0,3.0,Furnished,Apartment,Owner,,"Shree Balaji Agora Residency
RESALE
4 BHK Flat in Sughad, Ahmedabad",,1.0,99acres,"""48\nShree Balaji Agora Residency\nRESALE\n4 BHK Flat in Sughad, Ahmedabad\n\u20b91.3 Cr\n\u20b95,555 /sqft\n2,340 sqft\n(217 sqm)\nSuper Built-up Area\n4 BHK\n(3 Baths)\nReady To Move\n\nResidential apartment This is your chance to a 4 bhk apartment / flat for sale in shree balaji agora residency sughad ahmedabad . Where luxury comes with affordability. Basic details: You will love this bright and spacious 4 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 2 balconies.The balcony offers a great v""",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-shree-balaji-agora-residency-sughad-gandhinagar-2340-sq-ft-spid-A83031090,"48
Shree Balaji Agora Residency
RESALE
4 BHK Flat in Sughad, Ahmedabad
₹1.3 Cr
₹5,555 /sqft
2,340 sqft
(217 sqm)
Super Built-up Area
4 BHK
(3 Baths)
Ready To Move

Residential apartment This is your c",130.0,2340.0,4.0,3.0,3.0,Apartment,Furnished,"Shree Balaji Agora Residency
Resale
4 Bhk Flat In Sughad",Tier 3,5555.555555555556,4.875197323201151,0.75,585.0,Very Large,1,0,0,0,3,4+BHK,Luxury,1.0476830087306916,3,3,1.0
"3 BHK Flat for Sale in Arcadia 111, Chharodi, Ahmedabad","₹
1.30 Cr",2520.0,3.0,3.0,Furnished,,Owner,,,,26.0,MagicBricks,"""6\n+\nPhotos\nUpdated 1 week ago\nOwner: Haresh Patel\nPremium Member\n3 BHK Flat for Sale in Arcadia 111, Chharodi, Ahmedabad\nArcadia 111\nSUPER AREA\n2520 sqft\nUNDER CONSTRUCTION\nPoss. by Dec '26\nFLOOR\n10 out of 22\nTRANSACTION\nResale\nFURNISHING\nUnfurnished\nFACING\nEast\nOVERLOOKING\nGarden/Park, Pool, Main Road\nSOCIETY\nArcadia 111\nOWNERSHIP\nFreehold\nBATHROOM\n3\nBALCONY\n2\nEast Facing Property\n\nLuxurious and Spacious 3BHK Corner Flat for Sale at Chharodi, SG Highway Only 2 flats per floor, 2 Elevators for c""",,"6
+
Photos
Updated 1 week ago
Owner: Haresh Patel
Premium Member
3 BHK Flat for Sale in Arcadia 111, Chharodi, Ahmedabad
Arcadia 111
SUPER AREA
2520 sqft
UNDER CONSTRUCTION
Poss. by Dec '26
FLOOR
10 o",130.0,2520.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,5158.730158730159,4.875197323201151,1.0,840.0,Luxury,1,0,0,0,3,3BHK,Luxury,1.8129496402877696,3,2,1.0
"4 BHK Flat in Sughad, Ahmedabad","₹1.3 Cr
₹5,555 /sqft
2,340 sqft
(217 sqm)
Super Built-up Area
4 BHK
(3 Baths)
Ready To Move",2340.0,1.0,3.0,Furnished,Apartment,Owner,,Type of property,,1.0,99acres,"""Home\nHide already seen\nVerified properties\nVerified \u00a0 by 99acres verification team\nBudget\nNo min\nNo max\nType of property\nResidential ApartmentIndependent House/VillaResidential LandIndependent/Builder Floor1 RK/ Studio Apartment\n+ 1 more\nNo. of Bedrooms\n1 RK/1 BHK2 BHK3 BHK4 BHK5 BHK\n+ 5 more\nConstruction Status\nNew LaunchUnder ConstructionReady to move\nPosted by\nOwnerBuilderDealerFeature Dealer\nArea\nsq.ft.\nNo min\nNo max\nLocalities\nSG Highway\n4.3\n\u2605\nSG Highway\n4.2\n\u2605\nBopal\n4.3\n\u2605\nGota\n4.1\n\u2605\nShela\n4""",https://www.99acres.com/,"Home
Hide already seen
Verified properties
Verified   by 99acres verification team
Budget
No min
No max
Type of property
Residential ApartmentIndependent House/VillaResidential LandIndependent/Builder",130.0,2340.0,4.0,3.0,3.0,Apartment,Furnished,Type Of Property,Tier 3,5555.555555555556,4.875197323201151,0.75,585.0,Very Large,1,0,0,0,3,4+BHK,Luxury,1.0476830087306916,3,3,1.0
"4 BHK Flat in Sughad, Ahmedabad","₹1.3 Cr
₹5,555 /sqft
2,340 sqft
(217 sqm)
Super Built-up Area
4 BHK
(3 Baths)
Ready To Move",2340.0,4.0,3.0,Furnished,Apartment,Owner,,"Shree Balaji Agora Residency
RESALE
4 BHK Flat in Sughad, Ahmedabad",,1.0,99acres,"""22227 results | Property in Ahmedabad for Sale\nGet to know more about\nAhmedabad\nView Insights\nNEW LAUNCH\nOwnerVerifiedUnder constructionReady To MoveWith PhotosWith Videos\nSort By\n48\nShree Balaji Agora Residency\nRESALE\n4 BHK Flat in Sughad, Ahmedabad\n\u20b91.3 Cr\n\u20b95,555 /sqft\n2,340 sqft\n(217 sqm)\nSuper Built-up Area\n4 BHK\n(3 Baths)\nReady To Move\n\nResidential apartment This is your chance to a 4 bhk apartment / flat for sale in shree balaji agora residency sughad ahmedabad . Where luxury comes with af""",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-shree-balaji-agora-residency-sughad-gandhinagar-2340-sq-ft-spid-A83031090,"22227 results | Property in Ahmedabad for Sale
Get to know more about
Ahmedabad
View Insights
NEW LAUNCH
OwnerVerifiedUnder constructionReady To MoveWith PhotosWith Videos
Sort By
48
Shree Balaji Agor",130.0,2340.0,4.0,3.0,3.0,Apartment,Furnished,"Shree Balaji Agora Residency
Resale
4 Bhk Flat In Sughad",Tier 3,5555.555555555556,4.875197323201151,0.75,585.0,Very Large,1,0,0,0,3,4+BHK,Luxury,1.0476830087306916,3,3,1.0
"3 BHK Apartment for Sale in Arcadia 111, Chharodi Ahmedabad","₹
1.30 Cr",2520.0,3.0,3.0,Furnished,,Owner,,,,26.0,MagicBricks,"""6\n+\nPhotos\nUpdated 1 week ago\nOwner: Haresh Patel\nPremium Member\n3 BHK Apartment for Sale in Arcadia 111, Chharodi Ahmedabad\nArcadia 111\nSUPER AREA\n2520 sqft\nUNDER CONSTRUCTION\nPoss. by Dec '26\nFLOOR\n10 out of 22\nTRANSACTION\nResale\nFURNISHING\nUnfurnished\nFACING\nEast\nOVERLOOKING\nGarden/Park, Pool, Main Road\nSOCIETY\nArcadia 111\nOWNERSHIP\nFreehold\nBATHROOM\n3\nBALCONY\n2\nEast Facing Property\n\nLuxurious and Spacious 3BHK Corner Flat for Sale at Chharodi, SG Highway Only 2 flats per floor, 2 Elevators f""",,"6
+
Photos
Updated 1 week ago
Owner: Haresh Patel
Premium Member
3 BHK Apartment for Sale in Arcadia 111, Chharodi Ahmedabad
Arcadia 111
SUPER AREA
2520 sqft
UNDER CONSTRUCTION
Poss. by Dec '26
FLOOR
",130.0,2520.0,3.0,3.0,3.0,Apartment,Furnished,Unknown,Tier 3,5158.730158730159,4.875197323201151,1.0,840.0,Luxury,1,0,0,0,3,3BHK,Luxury,1.8129496402877696,3,2,1.0
"4 BHK Apartment for Sale in Pinecrest Godrej Garden City, Jagatpur Ahmedabad","₹
1.30 Cr",2311.0,4.0,4.0,Semi-Furnished,,Owner,,,,,MagicBricks,"""12\n+\nPhotos\nPosted: Nov 24, '25\nA\nHeaveNest Realty LLP\nCRISIL Rating: 3 \nKnow More\nVERIFIED ON SITE\n4 BHK Apartment for Sale in Pinecrest Godrej Garden City, Jagatpur Ahmedabad\nPinecrest Godrej Garden City\nSUPER AREA\n2311 sqft\nSTATUS\nReady to Move\nFLOOR\n15 out of 22\nTRANSACTION\nResale\nFURNISHING\nSemi-Furnished\nFACING\nNorth\nOVERLOOKING\nGarden/Park, Main Road\nSOCIETY\nPinecrest Godrej Garden City\nOWNERSHIP\nFreehold\nCAR PARKING\n1 Covered\nBATHROOM\n4\nBALCONY\n2\n\n3.5 BHK Luxuries with 2 Balcony Availabl""",,"12
+
Photos
Posted: Nov 24, '25
A
HeaveNest Realty LLP
CRISIL Rating: 3 
Know More
VERIFIED ON SITE
4 BHK Apartment for Sale in Pinecrest Godrej Garden City, Jagatpur Ahmedabad
Pinecrest Godrej Garden",130.0,2311.0,4.0,4.0,4.0,Apartment,Semi-Furnished,Unknown,Tier 3,5625.270445694505,4.875197323201151,1.0,577.75,Very Large,1,0,0,0,2,4+BHK,Luxury,1.0346989030669353,3,2,1.0
"4 BHK Flat for Sale in Pinecrest Godrej Garden City, Jagatpur, Ahmedabad","₹
1.30 Cr",2311.0,4.0,4.0,Semi-Furnished,,Owner,,,,,MagicBricks,"""12\n+\nPhotos\nPosted: Nov 24, '25\nA\nHeaveNest Realty LLP\nCRISIL Rating: 3 \nKnow More\nVERIFIED ON SITE\n4 BHK Flat for Sale in Pinecrest Godrej Garden City, Jagatpur, Ahmedabad\nPinecrest Godrej Garden City\nSUPER AREA\n2311 sqft\nSTATUS\nReady to Move\nFLOOR\n15 out of 22\nTRANSACTION\nResale\nFURNISHING\nSemi-Furnished\nFACING\nNorth\nOVERLOOKING\nGarden/Park, Main Road\nSOCIETY\nPinecrest Godrej Garden City\nOWNERSHIP\nFreehold\nCAR PARKING\n1 Covered\nBATHROOM\n4\nBALCONY\n2\n\n3.5 BHK Luxuries with 2 Balcony Available fo""",,"12
+
Photos
Posted: Nov 24, '25
A
HeaveNest Realty LLP
CRISIL Rating: 3 
Know More
VERIFIED ON SITE
4 BHK Flat for Sale in Pinecrest Godrej Garden City, Jagatpur, Ahmedabad
Pinecrest Godrej Garden Cit",130.0,2311.0,4.0,4.0,4.0,Apartment,Semi-Furnished,Unknown,Tier 3,5625.270445694505,4.875197323201151,1.0,577.75,Very Large,1,0,0,0,2,4+BHK,Luxury,1.0346989030669353,3,2,1.0
