Price_Lakhs,Area_SqFt,BHK,Property_Type,Furnishing_Status,Locality,Locality_Tier,Seller_Type,Under_Construction,Amenities_Count,Source_Website
120.0,1298.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,True,2,MagicBricks
120.0,2000.0,4.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,2,MagicBricks
120.0,1620.0,3.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,4,MagicBricks
120.0,2400.0,3.0,Apartment,Furnished,Shantipura,Tier 3,Owner,False,3,MagicBricks
120.0,1298.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,True,2,MagicBricks
120.0,2610.0,4.0,Independent House,Furnished,Vatva,Tier 2,Unknown,False,1,99acres
120.0,1899.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,2,MagicBricks
120.0,1500.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,0,MagicBricks
119.0,1775.0,3.0,Apartment,Unfurnished,Tragad,Tier 2,Unknown,False,0,99acres
119.0,1000.0,3.0,Apartment,Semi-Furnished,Paldi,Tier 1,Owner,True,2,MagicBricks
119.0,1775.0,3.0,Apartment,Unfurnished,Tragad,Tier 2,Unknown,False,0,99acres
119.0,1775.0,3.0,Apartment,Unfurnished,Tragad,Tier 2,Dealer,False,0,99acres
118.0,2115.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
118.0,1855.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Builder,True,2,MagicBricks
118.0,1892.0,3.0,Apartment,Furnished,Makarba,Tier 2,Owner,False,2,MagicBricks
118.0,1855.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Builder,True,2,MagicBricks
118.0,1373.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,3,MagicBricks
118.0,2115.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
115.99999999999999,1000.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,3,MagicBricks
115.99999999999999,1000.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,3,MagicBricks
114.99999999999999,1200.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Owner,False,2,MagicBricks
114.99999999999999,789.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,MagicBricks
114.99999999999999,1317.0,3.0,Apartment,Furnished,Sanathal,Tier 3,Owner,True,0,MagicBricks
114.99999999999999,789.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,MagicBricks
114.99999999999999,1317.0,3.0,Apartment,Furnished,Sanathal,Tier 3,Owner,True,0,MagicBricks
114.99999999999999,1200.0,4.0,Apartment,Semi-Furnished,Isanpur,Tier 2,Owner,False,0,MagicBricks
114.99999999999999,1060.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,2,MagicBricks
114.99999999999999,1160.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,4,MagicBricks
114.99999999999999,1350.0,3.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,2,MagicBricks
114.99999999999999,1760.0,3.0,Apartment,Unfurnished,Gurukul,Tier 2,Unknown,False,0,99acres
114.99999999999999,1380.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,MagicBricks
114.99999999999999,1760.0,3.0,Apartment,Unfurnished,Gurukul,Tier 2,Owner,False,0,99acres
114.99999999999999,1760.0,3.0,Apartment,Unfurnished,Gurukul,Tier 2,Unknown,False,0,99acres
114.99999999999999,1380.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,MagicBricks
114.99999999999999,1200.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Owner,False,2,MagicBricks
114.99999999999999,1160.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,4,MagicBricks
114.99999999999999,1746.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,1,99acres
114.99999999999999,1900.0,4.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
114.99999999999999,1288.0,3.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,2,MagicBricks
114.99999999999999,1905.0,3.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,1,MagicBricks
114.99999999999999,1500.0,4.0,Apartment,Semi-Furnished,Thaltej,Tier 1,Owner,False,0,MagicBricks
114.99999999999999,1762.0,3.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,2,MagicBricks
114.99999999999999,1789.0,4.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,3,MagicBricks
114.99999999999999,1746.0,3.0,Apartment,Furnished,Bopal,Tier 1,Unknown,False,1,99acres
114.99999999999999,1746.0,3.0,Apartment,Furnished,Bopal,Tier 1,Unknown,False,1,99acres
114.99999999999999,1450.0,3.0,Apartment,Furnished,New CG Road,Tier 1,Owner,False,1,MagicBricks
114.99999999999999,1176.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,0,MagicBricks
113.99999999999999,2148.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,2,MagicBricks
113.99999999999999,2148.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,2,MagicBricks
111.00000000000001,1414.0,3.0,Apartment,Furnished,Shela,Tier 2,Dealer,True,0,MagicBricks
111.00000000000001,1170.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,4,MagicBricks
111.00000000000001,923.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
111.00000000000001,1414.0,3.0,Apartment,Furnished,Shela,Tier 2,Dealer,True,0,MagicBricks
110.00000000000001,1377.0,2.0,Apartment,Furnished,Shyamal,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,1710.0,3.0,Apartment,Furnished,Gurukul,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,913.0,4.0,Apartment,Furnished,Vejalpur,Tier 2,Owner,False,3,MagicBricks
110.00000000000001,873.0,1.0,Apartment,Furnished,Unknown,Tier 3,Owner,False,1,MagicBricks
110.00000000000001,1845.0,3.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,3,MagicBricks
110.00000000000001,1860.0,5.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,2,MagicBricks
110.00000000000001,1500.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,2,MagicBricks
110.00000000000001,1260.0,4.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,1620.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,1152.0,3.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,0,MagicBricks
110.00000000000001,1500.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,1845.0,3.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,3,MagicBricks
110.00000000000001,1260.0,3.0,Apartment,Furnished,Memnagar,Tier 2,Owner,False,1,MagicBricks
110.00000000000001,980.0,3.0,Apartment,Furnished,Unknown,Tier 3,Owner,False,3,MagicBricks
110.00000000000001,1850.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,0,MagicBricks
110.00000000000001,2178.0,1.0,Plot,Furnished,Isanpur,Tier 2,Owner,True,0,99acres
110.00000000000001,2178.0,1.0,Plot,Furnished,Isanpur,Tier 2,Owner,True,0,99acres
110.00000000000001,2178.0,4.0,Plot,Furnished,Isanpur,Tier 2,Owner,True,0,99acres
110.00000000000001,2178.0,4.0,Plot,Furnished,Isanpur,Tier 2,Owner,False,0,99acres
110.00000000000001,1710.0,3.0,Apartment,Furnished,Gurukul,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,1440.0,3.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,0,MagicBricks
110.00000000000001,972.0,3.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,2250.0,3.0,Apartment,Furnished,Ambawadi,Tier 1,Owner,False,1,MagicBricks
110.00000000000001,1200.0,4.0,Independent House,Unfurnished,Amraiwadi,Tier 2,Unknown,False,0,99acres
110.00000000000001,1285.0,3.0,Apartment,Furnished,Bhat,Tier 3,Owner,False,0,MagicBricks
110.00000000000001,1380.0,3.0,Apartment,Semi-Furnished,Memnagar,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,274.0,3.0,Apartment,Furnished,Hathijan,Tier 3,Owner,False,0,MagicBricks
110.00000000000001,1980.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,0,MagicBricks
110.00000000000001,1752.0,3.0,Apartment,Unfurnished,Makarba,Tier 2,Owner,False,4,99acres
110.00000000000001,1752.0,3.0,Apartment,Unfurnished,Makarba,Tier 2,Unknown,False,4,99acres
110.00000000000001,1752.0,3.0,Apartment,Unfurnished,Makarba,Tier 2,Unknown,False,4,99acres
110.00000000000001,966.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,MagicBricks
110.00000000000001,1737.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Owner,False,1,MagicBricks
110.00000000000001,2610.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,0,MagicBricks
110.00000000000001,1073.0,3.0,Apartment,Furnished,Jodhpur,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,1435.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
110.00000000000001,1200.0,4.0,Independent House,Unfurnished,Amraiwadi,Tier 2,Unknown,False,0,99acres
110.00000000000001,1200.0,4.0,Independent House,Unfurnished,Amraiwadi,Tier 2,Owner,False,0,99acres
110.00000000000001,2250.0,3.0,Apartment,Furnished,Ambawadi,Tier 1,Owner,False,1,MagicBricks
110.00000000000001,972.0,3.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,1705.0,3.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Dealer,False,1,MagicBricks
110.00000000000001,1705.0,3.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Dealer,False,1,MagicBricks
110.00000000000001,1300.0,3.0,Apartment,Unfurnished,Ghatlodia,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,1152.0,3.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,0,MagicBricks
110.00000000000001,1380.0,3.0,Apartment,Semi-Furnished,Memnagar,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,1850.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,0,MagicBricks
110.00000000000001,1710.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,0,MagicBricks
110.00000000000001,1440.0,3.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,0,MagicBricks
109.00000000000001,1285.0,3.0,Apartment,Furnished,Shantipura,Tier 3,Owner,True,3,MagicBricks
109.00000000000001,1170.0,3.0,Apartment,Semi-Furnished,Naranpura,Tier 2,Owner,False,2,MagicBricks
108.0,1377.0,2.0,Apartment,Semi-Furnished,Unknown,Tier 3,Owner,False,0,MagicBricks
108.0,1377.0,2.0,Apartment,Unfurnished,Shahibaug,Tier 2,Unknown,False,0,99acres
108.0,1377.0,2.0,Apartment,Unfurnished,Shahibaug,Tier 2,Unknown,False,0,99acres
108.0,1050.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,2,MagicBricks
108.0,1377.0,2.0,Apartment,Unfurnished,Shahibaug,Tier 2,Owner,False,0,99acres
107.0,2142.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,False,1,MagicBricks
107.0,1228.0,3.0,Apartment,Furnished,Sanand,Tier 2,Owner,True,2,MagicBricks
107.0,1890.0,4.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
107.0,1285.0,2.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,0,MagicBricks
107.0,2395.0,3.0,Apartment,Furnished,Sanathal,Tier 3,Owner,True,2,MagicBricks
107.0,1420.0,4.0,Apartment,Furnished,Vatva,Tier 2,Owner,False,2,MagicBricks
107.0,1110.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,False,3,MagicBricks
106.0,1300.0,3.0,Apartment,Furnished,Gota,Tier 2,Dealer,True,0,MagicBricks
106.0,2032.0,3.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,0,MagicBricks
105.0,1163.0,3.0,Apartment,Furnished,Juhapura,Tier 2,Owner,True,2,MagicBricks
105.0,1354.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,4,MagicBricks
105.0,1750.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,1,MagicBricks
105.0,1800.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,3,MagicBricks
105.0,1228.0,3.0,Apartment,Furnished,New CG Road,Tier 1,Owner,False,4,MagicBricks
105.0,200.0,3.0,Apartment,Furnished,Juhapura,Tier 2,Owner,False,0,MagicBricks
105.0,1730.0,3.0,Apartment,Unfurnished,Jagatpur,Tier 2,Unknown,False,1,99acres
105.0,1730.0,3.0,Apartment,Unfurnished,Jagatpur,Tier 2,Owner,False,1,99acres
105.0,1730.0,3.0,Apartment,Unfurnished,Jagatpur,Tier 2,Unknown,False,1,99acres
105.0,2160.0,1.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,True,0,99acres
105.0,2160.0,4.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,True,0,99acres
105.0,2160.0,1.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,True,0,99acres
105.0,2160.0,4.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,True,0,99acres
105.0,200.0,3.0,Apartment,Furnished,Juhapura,Tier 2,Owner,False,0,MagicBricks
105.0,2298.0,3.0,Apartment,Furnished,Sanand,Tier 2,Owner,True,1,MagicBricks
105.0,1260.0,3.0,Apartment,Furnished,Bhadaj,Tier 3,Owner,False,4,MagicBricks
105.0,2298.0,3.0,Apartment,Furnished,Sanand,Tier 2,Owner,True,1,MagicBricks
105.0,1890.0,3.0,Apartment,Semi-Furnished,Motera,Tier 2,Owner,False,2,MagicBricks
105.0,2052.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Owner,False,2,MagicBricks
105.0,1354.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,4,MagicBricks
105.0,1750.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,1,MagicBricks
105.0,908.0,3.0,Apartment,Furnished,Bhadaj,Tier 3,Owner,False,1,MagicBricks
105.0,1217.0,3.0,Apartment,Furnished,Sanand,Tier 2,Owner,True,2,MagicBricks
105.0,1217.0,3.0,Apartment,Furnished,Sanand,Tier 2,Owner,True,2,MagicBricks
105.0,1110.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,False,2,MagicBricks
105.0,1236.0,3.0,Apartment,Furnished,Sanand,Tier 2,Owner,True,2,MagicBricks
105.0,1163.0,3.0,Apartment,Furnished,Juhapura,Tier 2,Owner,True,2,MagicBricks
105.0,1890.0,3.0,Apartment,Semi-Furnished,Motera,Tier 2,Owner,False,2,MagicBricks
105.0,1800.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,3,MagicBricks
105.0,1228.0,3.0,Apartment,Furnished,New CG Road,Tier 1,Owner,False,4,MagicBricks
105.0,2052.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Owner,False,2,MagicBricks
104.0,968.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Builder,True,2,MagicBricks
104.0,968.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Builder,True,2,MagicBricks
104.0,968.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Builder,True,2,MagicBricks
103.0,968.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Builder,True,2,MagicBricks
102.0,2450.0,3.0,Apartment,Furnished,Shela,Tier 2,Dealer,True,0,MagicBricks
102.0,2450.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,True,3,MagicBricks
101.0,1178.0,3.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,True,2,MagicBricks
101.0,1908.0,3.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
101.0,900.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,2,MagicBricks
100.0,1341.0,3.0,Apartment,Furnished,Hansol,Tier 3,Owner,False,3,MagicBricks
100.0,1449.0,3.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,3,MagicBricks
100.0,1102.0,3.0,Apartment,Furnished,Usmanpura,Tier 3,Owner,False,3,MagicBricks
100.0,2400.0,3.0,Apartment,Furnished,Shantipura,Tier 3,Owner,True,1,MagicBricks
100.0,1800.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,2,MagicBricks
100.0,1077.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
100.0,1260.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
100.0,1190.0,3.0,Apartment,Semi-Furnished,Ghuma,Tier 2,Owner,False,4,MagicBricks
100.0,1760.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,True,4,MagicBricks
100.0,1260.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,MagicBricks
100.0,1500.0,3.0,Apartment,Furnished,Vastrapur,Tier 1,Owner,False,0,MagicBricks
100.0,1660.0,3.0,Apartment,Furnished,Kotarpur,Tier 3,Owner,False,2,MagicBricks
100.0,2400.0,3.0,Apartment,Furnished,Shantipura,Tier 3,Owner,True,1,MagicBricks
100.0,1143.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,True,2,MagicBricks
100.0,1143.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,True,2,MagicBricks
100.0,859.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,0,MagicBricks
100.0,1755.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,2,MagicBricks
100.0,1500.0,3.0,Apartment,Furnished,Vastrapur,Tier 1,Owner,False,0,MagicBricks
100.0,1512.0,3.0,Apartment,Furnished,Keshav Nagar,Tier 3,Owner,False,4,MagicBricks
100.0,1530.0,3.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,0,MagicBricks
100.0,1490.0,3.0,Apartment,Semi-Furnished,Shilaj,Tier 2,Owner,False,0,MagicBricks
100.0,1150.0,4.0,Apartment,Semi-Furnished,Ambawadi,Tier 1,Owner,False,2,MagicBricks
100.0,900.0,1.0,Apartment,Semi-Furnished,Amraiwadi,Tier 2,Owner,False,2,MagicBricks
100.0,2205.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,2,MagicBricks
100.0,1020.0,3.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Owner,False,2,MagicBricks
100.0,965.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,2,MagicBricks
100.0,965.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,2,MagicBricks
100.0,1040.0,3.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,1,MagicBricks
100.0,574.0,2.0,Apartment,Furnished,Ramdev Nagar,Tier 3,Owner,True,0,MagicBricks
100.0,1800.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,2,MagicBricks
100.0,800.0,5.0,Independent House,Unfurnished,Meghani Nagar,Tier 3,Owner,False,0,99acres
100.0,960.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,0,MagicBricks
100.0,800.0,5.0,Independent House,Unfurnished,Meghani Nagar,Tier 3,Unknown,False,0,99acres
100.0,1299.0,3.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,2,MagicBricks
100.0,1760.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,True,4,MagicBricks
100.0,800.0,5.0,Independent House,Unfurnished,Meghani Nagar,Tier 3,Unknown,False,0,99acres
100.0,1760.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,True,4,MagicBricks
100.0,1750.0,3.0,Apartment,Semi-Furnished,Ambli,Tier 3,Owner,False,1,MagicBricks
100.0,1354.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,2,MagicBricks
100.0,1299.0,3.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,2,MagicBricks
100.0,1570.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,1,MagicBricks
100.0,1200.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
100.0,2205.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,2,MagicBricks
100.0,1040.0,3.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,1,MagicBricks
99.5,1730.0,3.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,2,MagicBricks
99.5,1000.0,3.0,Apartment,Semi-Furnished,Shilaj,Tier 2,Owner,False,0,MagicBricks
99.0,1650.0,3.0,Apartment,Semi-Furnished,Ambawadi,Tier 1,Owner,False,0,MagicBricks
99.0,1868.0,3.0,Apartment,Furnished,Vejalpur,Tier 2,Owner,False,1,MagicBricks
99.0,2025.0,3.0,Apartment,Unfurnished,Vastral,Tier 2,Dealer,False,0,99acres
99.0,1575.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,0,MagicBricks
99.0,5000.0,5.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
99.0,1370.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,0,MagicBricks
99.0,2025.0,3.0,Apartment,Unfurnished,Vastral,Tier 2,Unknown,False,0,99acres
99.0,1890.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
98.0,1080.0,3.0,Apartment,Semi-Furnished,Paldi,Tier 1,Owner,False,0,MagicBricks
98.0,1750.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,2,MagicBricks
98.0,1577.0,3.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
98.0,1247.0,3.0,Apartment,Semi-Furnished,Motera,Tier 2,Owner,False,0,MagicBricks
98.0,1260.0,3.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,False,3,MagicBricks
98.0,1260.0,3.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,False,3,MagicBricks
98.0,1577.0,3.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
98.0,782.0,3.0,Apartment,Unfurnished,Shilaj,Tier 2,Unknown,False,0,99acres
98.0,782.0,3.0,Apartment,Unfurnished,Shilaj,Tier 2,Unknown,False,0,99acres
98.0,923.0,3.0,Apartment,Unfurnished,Jagatpur,Tier 2,Unknown,False,1,99acres
98.0,923.0,3.0,Apartment,Unfurnished,Jagatpur,Tier 2,Owner,False,1,99acres
98.0,2000.0,3.0,Apartment,Furnished,Bapunagar,Tier 2,Owner,False,3,MagicBricks
98.0,923.0,3.0,Apartment,Unfurnished,Jagatpur,Tier 2,Unknown,False,1,99acres
98.0,782.0,3.0,Apartment,Unfurnished,Shilaj,Tier 2,Owner,False,0,99acres
97.0,1209.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,3,MagicBricks
97.0,1209.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,3,MagicBricks
97.0,2070.0,3.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,2,MagicBricks
96.8,1750.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,0,MagicBricks
96.0,1386.0,2.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,3,MagicBricks
96.0,1050.0,3.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,2,MagicBricks
95.0,1553.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,2,MagicBricks
95.0,1291.0,3.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,3,MagicBricks
95.0,1440.0,3.0,Apartment,Semi-Furnished,Paldi,Tier 1,Owner,False,3,MagicBricks
95.0,1100.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,MagicBricks
95.0,1150.0,3.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,1,MagicBricks
95.0,1550.0,3.0,Apartment,Semi-Furnished,Shilaj,Tier 2,Owner,False,2,MagicBricks
95.0,750.0,2.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,1,MagicBricks
95.0,1587.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,2,MagicBricks
95.0,1080.0,2.0,Apartment,Semi-Furnished,Ambawadi,Tier 1,Owner,False,0,MagicBricks
95.0,1197.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,3,MagicBricks
95.0,828.0,2.0,Apartment,Furnished,Science City,Tier 2,Owner,False,1,MagicBricks
95.0,1746.0,3.0,Apartment,Semi-Furnished,Motera,Tier 2,Owner,False,1,MagicBricks
95.0,1980.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,1,99acres
95.0,750.0,2.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,1,MagicBricks
95.0,1235.0,2.0,Apartment,Semi-Furnished,Bodakdev,Tier 1,Owner,False,1,MagicBricks
95.0,828.0,2.0,Apartment,Furnished,Science City,Tier 2,Owner,False,1,MagicBricks
95.0,960.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,3,MagicBricks
95.0,1980.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Unknown,False,1,99acres
95.0,1980.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Unknown,False,1,99acres
95.0,1197.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,3,MagicBricks
95.0,1300.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,3,MagicBricks
95.0,1044.0,3.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,1,MagicBricks
95.0,1080.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,1,MagicBricks
95.0,2655.0,1.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,True,0,99acres
95.0,1260.0,3.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,False,2,MagicBricks
95.0,1550.0,3.0,Apartment,Semi-Furnished,Shilaj,Tier 2,Owner,False,1,MagicBricks
95.0,1620.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,1,MagicBricks
95.0,1050.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,2,MagicBricks
95.0,850.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,MagicBricks
95.0,2000.0,4.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,3,MagicBricks
95.0,2034.0,3.0,Apartment,Unfurnished,Chandkheda,Tier 2,Unknown,False,2,99acres
95.0,1550.0,3.0,Apartment,Semi-Furnished,Shilaj,Tier 2,Owner,False,2,MagicBricks
95.0,2034.0,3.0,Apartment,Unfurnished,Chandkheda,Tier 2,Unknown,False,2,99acres
95.0,963.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,True,0,MagicBricks
95.0,1145.0,2.0,Apartment,Unfurnished,Vaishno Devi,Tier 2,Unknown,True,3,99acres
95.0,1350.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,0,MagicBricks
95.0,1485.0,3.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,1,MagicBricks
95.0,1048.0,3.0,Apartment,Furnished,Gokuldham,Tier 2,Owner,False,1,MagicBricks
