Price_Lakhs,Price_Category,Area_SqFt,BHK,Property_Type,Furnishing_Status,Locality,Locality_Tier,Seller_Type,Under_Construction,Amenities_Count,Area_Per_BHK,Is_Large_Apartment,Is_Premium_Locality,Is_Budget_Locality,BHK_Area_Combo,High_Amenity,Construction_Category,Locality_Property_Count,Locality_Median_Area,Locality_Common_BHK,Locality_Median_Price,Source_Website
130.0,120-140L,2370.0,4.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,0,592.5,1,1,0,4.0_Large,0,Ready_To_Move,240,1435.0,3.0,80.0,MagicBricks
130.0,120-140L,1350.0,5.0,Apartment,Semi-Furnished,Sabarmati,Tier 2,Owner,False,2,270.0,1,0,0,5.0_Medium,0,Ready_To_Move,10,985.0,3.0,76.0,MagicBricks
130.0,120-140L,2340.0,4.0,Apartment,Unfurnished,Sughad,Tier 3,Unknown,False,1,585.0,1,0,1,4.0_Large,0,Ready_To_Move,7,999.0,4.0,130.0,99acres
130.0,120-140L,2340.0,4.0,Apartment,Unfurnished,Sughad,Tier 3,Unknown,False,1,585.0,1,0,1,4.0_Large,0,Ready_To_Move,7,999.0,4.0,130.0,99acres
130.0,120-140L,2340.0,4.0,Apartment,Unfurnished,Sughad,Tier 3,Owner,False,1,585.0,1,0,1,4.0_Large,0,Ready_To_Move,7,999.0,4.0,130.0,99acres
130.0,120-140L,1719.0,4.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,1,429.75,1,0,0,4.0_Large,0,Ready_To_Move,81,1000.0,2.0,48.0,MagicBricks
130.0,120-140L,2110.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,0,703.3333333333334,0,0,0,3.0_Large,0,Ready_To_Move,23,1287.0,3.0,118.0,MagicBricks
130.0,120-140L,2000.0,3.0,Apartment,Semi-Furnished,Satellite,Tier 1,Owner,False,0,666.6666666666666,0,1,0,3.0_Large,0,Ready_To_Move,67,1350.0,3.0,131.0,MagicBricks
130.0,120-140L,1890.0,3.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,0,630.0,0,0,0,3.0_Large,0,Ready_To_Move,136,1305.0,3.0,85.0,MagicBricks
130.0,120-140L,792.0,5.0,Apartment,Furnished,Ranip,Tier 2,Owner,False,0,158.4,1,0,0,5.0_Small,0,Ready_To_Move,43,800.0,2.0,53.0,MagicBricks
128.0,120-140L,983.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Dealer,True,0,327.6666666666667,0,0,0,3.0_Medium,0,Under_Construction,115,1325.0,2.0,79.0,MagicBricks
128.0,120-140L,2520.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Dealer,True,0,840.0,0,0,1,3.0_Large,0,Under_Construction,11,1737.0,3.0,115.0,MagicBricks
127.0,120-140L,211.0,3.0,Apartment,Unfurnished,Paldi,Tier 1,Unknown,False,0,70.33333333333333,0,1,0,3.0_Small,0,Ready_To_Move,30,1152.0,3.0,114.5,99acres
127.0,120-140L,211.0,3.0,Apartment,Unfurnished,Paldi,Tier 1,Owner,False,0,70.33333333333333,0,1,0,3.0_Small,0,Ready_To_Move,30,1152.0,3.0,114.5,99acres
127.0,120-140L,2395.0,3.0,Apartment,Furnished,Sanathal,Tier 3,Owner,True,0,798.3333333333334,0,0,1,3.0_Large,0,Under_Construction,18,1689.5,3.0,115.0,MagicBricks
127.0,120-140L,2395.0,3.0,Apartment,Furnished,Sanathal,Tier 3,Owner,True,0,798.3333333333334,0,0,1,3.0_Large,0,Under_Construction,18,1689.5,3.0,115.0,MagicBricks
127.0,120-140L,211.0,3.0,Apartment,Unfurnished,Paldi,Tier 1,Unknown,False,0,70.33333333333333,0,1,0,3.0_Small,0,Ready_To_Move,30,1152.0,3.0,114.5,99acres
127.0,120-140L,2825.0,4.0,Apartment,Furnished,Shela,Tier 2,Owner,True,3,706.25,1,0,0,4.0_Large,1,Under_Construction,216,1250.0,3.0,72.0,MagicBricks
127.0,120-140L,1650.0,4.0,Apartment,Furnished,Shela,Tier 2,Owner,False,1,412.5,1,0,0,4.0_Large,0,Ready_To_Move,216,1250.0,3.0,72.0,MagicBricks
126.0,120-140L,2034.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,0,678.0,0,0,0,3.0_Large,0,Ready_To_Move,23,1287.0,3.0,118.0,MagicBricks
126.0,120-140L,2520.0,3.0,Apartment,Unfurnished,Koteshwar,Tier 3,Unknown,False,0,840.0,0,0,1,3.0_Large,0,Ready_To_Move,7,2520.0,4.0,182.0,99acres
126.0,120-140L,2300.0,3.0,Apartment,Furnished,Bhadaj,Tier 3,Owner,False,0,766.6666666666666,0,0,1,3.0_Large,0,Ready_To_Move,23,2178.0,3.0,155.0,MagicBricks
126.0,120-140L,2520.0,3.0,Apartment,Unfurnished,Koteshwar,Tier 3,Dealer,False,0,840.0,0,0,1,3.0_Large,0,Ready_To_Move,7,2520.0,4.0,182.0,99acres
126.0,120-140L,2520.0,3.0,Apartment,Unfurnished,Koteshwar,Tier 3,Unknown,False,0,840.0,0,0,1,3.0_Large,0,Ready_To_Move,7,2520.0,4.0,182.0,99acres
125.0,120-140L,1127.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,True,3,375.6666666666667,0,0,0,3.0_Medium,1,Under_Construction,115,1325.0,2.0,79.0,MagicBricks
125.0,120-140L,1700.0,3.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,2,566.6666666666666,0,1,0,3.0_Large,0,Ready_To_Move,36,1705.0,3.0,135.0,MagicBricks
125.0,120-140L,1500.0,3.0,Apartment,Furnished,Bopal,Tier 1,Dealer,False,0,500.0,0,1,0,3.0_Medium,0,Ready_To_Move,240,1435.0,3.0,80.0,MagicBricks
125.0,120-140L,396.0,3.0,Apartment,Semi-Furnished,Shahpur,Tier 3,Owner,False,0,132.0,0,0,1,3.0_Small,0,Ready_To_Move,2,725.5,3.0,85.0,MagicBricks
125.0,120-140L,1890.0,3.0,Apartment,Unfurnished,Gota,Tier 2,Unknown,False,4,630.0,0,0,0,3.0_Large,1,Ready_To_Move,136,1305.0,3.0,85.0,99acres
125.0,120-140L,1102.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,1,367.3333333333333,0,1,0,3.0_Medium,0,Ready_To_Move,59,1899.0,3.0,150.0,MagicBricks
125.0,120-140L,945.0,3.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,0,315.0,0,1,0,3.0_Medium,0,Ready_To_Move,67,1350.0,3.0,131.0,MagicBricks
125.0,120-140L,2825.0,4.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,706.25,1,0,0,4.0_Large,0,Ready_To_Move,216,1250.0,3.0,72.0,MagicBricks
125.0,120-140L,1050.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,1,350.0,0,0,0,3.0_Medium,0,Ready_To_Move,112,1350.0,3.0,87.0,MagicBricks
125.0,120-140L,970.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,2,323.3333333333333,0,0,0,3.0_Medium,0,Ready_To_Move,83,990.0,2.0,51.0,MagicBricks
125.0,120-140L,1890.0,3.0,Apartment,Unfurnished,Gota,Tier 2,Owner,False,4,630.0,0,0,0,3.0_Large,1,Ready_To_Move,136,1305.0,3.0,85.0,99acres
125.0,120-140L,1710.0,3.0,Apartment,Semi-Furnished,Thaltej,Tier 1,Owner,False,1,570.0,0,1,0,3.0_Large,0,Ready_To_Move,59,1899.0,3.0,150.0,MagicBricks
125.0,120-140L,1820.0,3.0,Apartment,Furnished,Motera,Tier 2,Owner,False,3,606.6666666666666,0,0,0,3.0_Large,1,Ready_To_Move,34,1637.5,3.0,90.0,MagicBricks
125.0,120-140L,1500.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,1,500.0,0,0,0,3.0_Medium,0,Ready_To_Move,164,1210.5,3.0,70.0,MagicBricks
125.0,120-140L,1890.0,3.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,1,630.0,0,0,0,3.0_Large,0,Ready_To_Move,164,1210.5,3.0,70.0,MagicBricks
125.0,120-140L,1890.0,3.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,1,630.0,0,0,0,3.0_Large,0,Ready_To_Move,164,1210.5,3.0,70.0,MagicBricks
125.0,120-140L,3500.0,4.0,Apartment,Semi-Furnished,Sanand,Tier 2,Owner,False,2,875.0,1,0,0,4.0_XLarge,0,Ready_To_Move,35,1000.0,2.0,48.0,MagicBricks
125.0,120-140L,1530.0,3.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,0,510.0,0,1,0,3.0_Large,0,Ready_To_Move,30,1152.0,3.0,114.5,MagicBricks
125.0,120-140L,1323.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,3,441.0,0,0,0,3.0_Medium,1,Ready_To_Move,136,1305.0,3.0,85.0,MagicBricks
125.0,120-140L,1890.0,3.0,Apartment,Unfurnished,Gota,Tier 2,Unknown,False,4,630.0,0,0,0,3.0_Large,1,Ready_To_Move,136,1305.0,3.0,85.0,99acres
125.0,120-140L,1500.0,3.0,Apartment,Furnished,Bopal,Tier 1,Dealer,False,0,500.0,0,1,0,3.0_Medium,0,Ready_To_Move,240,1435.0,3.0,80.0,MagicBricks
125.0,120-140L,1300.0,3.0,Apartment,Furnished,Shyamal,Tier 2,Owner,False,2,433.3333333333333,0,0,0,3.0_Medium,0,Ready_To_Move,5,1300.0,2.0,110.0,MagicBricks
125.0,120-140L,2000.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,3,666.6666666666666,0,0,0,3.0_Large,1,Ready_To_Move,164,1210.5,3.0,70.0,MagicBricks
125.0,120-140L,2009.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,669.6666666666666,0,0,0,3.0_Large,0,Ready_To_Move,164,1210.5,3.0,70.0,MagicBricks
125.0,120-140L,2205.0,3.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,0,735.0,0,1,0,3.0_Large,0,Ready_To_Move,30,1152.0,3.0,114.5,MagicBricks
125.0,120-140L,1663.0,3.0,Apartment,Furnished,Bhat,Tier 3,Owner,False,2,554.3333333333334,0,0,1,3.0_Large,0,Ready_To_Move,11,1485.0,3.0,87.0,MagicBricks
125.0,120-140L,1134.0,4.0,Apartment,Semi-Furnished,Ranip,Tier 2,Owner,False,2,283.5,1,0,0,4.0_Medium,0,Ready_To_Move,43,800.0,2.0,53.0,MagicBricks
125.0,120-140L,1820.0,3.0,Apartment,Furnished,Motera,Tier 2,Owner,False,3,606.6666666666666,0,0,0,3.0_Large,1,Ready_To_Move,34,1637.5,3.0,90.0,MagicBricks
125.0,120-140L,1127.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,True,3,375.6666666666667,0,0,0,3.0_Medium,1,Under_Construction,115,1325.0,2.0,79.0,MagicBricks
125.0,120-140L,1800.0,3.0,Apartment,Semi-Furnished,Usmanpura,Tier 3,Owner,False,0,600.0,0,0,1,3.0_Large,0,Ready_To_Move,6,1173.5,3.0,112.5,MagicBricks
125.0,120-140L,768.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,1,256.0,0,0,0,3.0_Small,0,Ready_To_Move,112,1350.0,3.0,87.0,MagicBricks
125.0,120-140L,650.0,3.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,1,216.66666666666666,0,0,0,3.0_Small,0,Ready_To_Move,81,1000.0,2.0,48.0,MagicBricks
125.0,120-140L,1650.0,4.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,0,412.5,1,0,0,4.0_Large,0,Ready_To_Move,83,990.0,2.0,51.0,MagicBricks
125.0,120-140L,1663.0,3.0,Apartment,Furnished,Bhat,Tier 3,Owner,False,2,554.3333333333334,0,0,1,3.0_Large,0,Ready_To_Move,11,1485.0,3.0,87.0,MagicBricks
125.0,120-140L,1181.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,True,2,393.6666666666667,0,0,0,3.0_Medium,0,Under_Construction,216,1250.0,3.0,72.0,MagicBricks
125.0,120-140L,1323.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,3,441.0,0,0,0,3.0_Medium,1,Ready_To_Move,136,1305.0,3.0,85.0,MagicBricks
125.0,120-140L,1000.0,3.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,1,333.3333333333333,0,0,0,3.0_Medium,0,Ready_To_Move,42,882.0,2.0,60.0,MagicBricks
124.0,120-140L,1195.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,True,3,398.3333333333333,0,0,0,3.0_Medium,1,Under_Construction,115,1325.0,2.0,79.0,MagicBricks
124.0,120-140L,1437.0,3.0,Apartment,Furnished,Makarba,Tier 2,Dealer,True,0,479.0,0,0,0,3.0_Medium,0,Under_Construction,23,1663.0,3.0,93.0,MagicBricks
124.0,120-140L,1195.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,True,3,398.3333333333333,0,0,0,3.0_Medium,1,Under_Construction,115,1325.0,2.0,79.0,MagicBricks
124.0,120-140L,1437.0,3.0,Apartment,Furnished,Makarba,Tier 2,Dealer,True,0,479.0,0,0,0,3.0_Medium,0,Under_Construction,23,1663.0,3.0,93.0,MagicBricks
121.0,120-140L,1370.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,True,2,456.6666666666667,0,0,0,3.0_Medium,0,Under_Construction,136,1305.0,3.0,85.0,MagicBricks
121.0,120-140L,1171.0,4.0,Apartment,Semi-Furnished,Vatva,Tier 2,Owner,False,4,292.75,1,0,0,4.0_Medium,1,Ready_To_Move,37,815.0,2.0,29.0,MagicBricks
121.0,120-140L,1082.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,True,2,360.6666666666667,0,0,0,3.0_Medium,0,Under_Construction,115,1325.0,2.0,79.0,MagicBricks
120.0,100-120L,2025.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,1,675.0,0,0,0,3.0_Large,0,Ready_To_Move,164,1210.5,3.0,70.0,MagicBricks
120.0,100-120L,2021.0,5.0,Apartment,Furnished,Odhav,Tier 2,Owner,False,2,404.2,1,0,0,5.0_Large,0,Ready_To_Move,22,1119.0,4.0,82.5,MagicBricks
120.0,100-120L,2000.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,0,666.6666666666666,0,0,0,3.0_Large,0,Ready_To_Move,22,1667.5,3.0,120.0,MagicBricks
120.0,100-120L,2025.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,1,675.0,0,0,0,3.0_Large,0,Ready_To_Move,164,1210.5,3.0,70.0,MagicBricks
120.0,100-120L,2610.0,4.0,Independent House,Furnished,Vatva,Tier 2,Owner,False,1,652.5,1,0,0,4.0_Large,0,Ready_To_Move,37,815.0,2.0,29.0,99acres
120.0,100-120L,1929.0,3.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,0,643.0,0,0,0,3.0_Large,0,Ready_To_Move,82,923.0,2.0,65.0,MagicBricks
120.0,100-120L,1500.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,0,500.0,0,0,0,3.0_Medium,0,Ready_To_Move,83,990.0,2.0,51.0,MagicBricks
120.0,100-120L,1386.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,2,462.0,0,0,0,3.0_Medium,0,Ready_To_Move,22,1667.5,3.0,120.0,MagicBricks
120.0,100-120L,2000.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,0,666.6666666666666,0,0,0,3.0_Large,0,Ready_To_Move,22,1667.5,3.0,120.0,MagicBricks
120.0,100-120L,1899.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,2,633.0,0,0,0,3.0_Large,0,Ready_To_Move,136,1305.0,3.0,85.0,MagicBricks
120.0,100-120L,1386.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,2,462.0,0,0,0,3.0_Medium,0,Ready_To_Move,22,1667.5,3.0,120.0,MagicBricks
120.0,100-120L,2610.0,4.0,Independent House,Furnished,Vatva,Tier 2,Unknown,False,1,652.5,1,0,0,4.0_Large,0,Ready_To_Move,37,815.0,2.0,29.0,99acres
120.0,100-120L,774.0,2.0,Apartment,Furnished,Ambawadi,Tier 1,Owner,False,2,387.0,0,1,0,2.0_Small,0,Ready_To_Move,22,2250.0,3.0,166.5,MagicBricks
120.0,100-120L,1071.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,3,357.0,0,0,0,3.0_Medium,1,Ready_To_Move,164,1210.5,3.0,70.0,MagicBricks
120.0,100-120L,1071.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,3,357.0,0,0,0,3.0_Medium,1,Ready_To_Move,164,1210.5,3.0,70.0,MagicBricks
120.0,100-120L,1298.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,True,2,432.6666666666667,0,0,0,3.0_Medium,0,Under_Construction,136,1305.0,3.0,85.0,MagicBricks
120.0,100-120L,2000.0,4.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,2,500.0,1,0,0,4.0_Large,0,Ready_To_Move,164,1210.5,3.0,70.0,MagicBricks
120.0,100-120L,1620.0,3.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,4,540.0,0,0,0,3.0_Large,1,Ready_To_Move,83,990.0,2.0,51.0,MagicBricks
120.0,100-120L,2400.0,3.0,Apartment,Furnished,Shantipura,Tier 3,Owner,False,3,800.0,0,0,1,3.0_Large,1,Ready_To_Move,12,1554.5,1.0,100.0,MagicBricks
120.0,100-120L,1298.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,True,2,432.6666666666667,0,0,0,3.0_Medium,0,Under_Construction,136,1305.0,3.0,85.0,MagicBricks
120.0,100-120L,2610.0,4.0,Independent House,Furnished,Vatva,Tier 2,Unknown,False,1,652.5,1,0,0,4.0_Large,0,Ready_To_Move,37,815.0,2.0,29.0,99acres
120.0,100-120L,1899.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,2,633.0,0,0,0,3.0_Large,0,Ready_To_Move,136,1305.0,3.0,85.0,MagicBricks
120.0,100-120L,1500.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,0,500.0,0,1,0,3.0_Medium,0,Ready_To_Move,240,1435.0,3.0,80.0,MagicBricks
119.0,100-120L,1775.0,3.0,Apartment,Unfurnished,Tragad,Tier 2,Unknown,False,0,591.6666666666666,0,0,0,3.0_Large,0,Ready_To_Move,45,1125.0,2.0,67.0,99acres
119.0,100-120L,1000.0,3.0,Apartment,Semi-Furnished,Paldi,Tier 1,Owner,True,2,333.3333333333333,0,1,0,3.0_Medium,0,Under_Construction,30,1152.0,3.0,114.5,MagicBricks
119.0,100-120L,1775.0,3.0,Apartment,Unfurnished,Tragad,Tier 2,Unknown,False,0,591.6666666666666,0,0,0,3.0_Large,0,Ready_To_Move,45,1125.0,2.0,67.0,99acres
119.0,100-120L,1775.0,3.0,Apartment,Unfurnished,Tragad,Tier 2,Dealer,False,0,591.6666666666666,0,0,0,3.0_Large,0,Ready_To_Move,45,1125.0,2.0,67.0,99acres
118.0,100-120L,2115.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,705.0,0,0,0,3.0_Large,0,Ready_To_Move,164,1210.5,3.0,70.0,MagicBricks
118.0,100-120L,1855.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Builder,True,2,618.3333333333334,0,0,0,3.0_Large,0,Under_Construction,23,1287.0,3.0,118.0,MagicBricks
118.0,100-120L,1892.0,3.0,Apartment,Furnished,Makarba,Tier 2,Owner,False,2,630.6666666666666,0,0,0,3.0_Large,0,Ready_To_Move,23,1663.0,3.0,93.0,MagicBricks
118.0,100-120L,1855.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Builder,True,2,618.3333333333334,0,0,0,3.0_Large,0,Under_Construction,23,1287.0,3.0,118.0,MagicBricks
118.0,100-120L,1373.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,3,457.6666666666667,0,0,0,3.0_Medium,1,Ready_To_Move,23,1287.0,3.0,118.0,MagicBricks
118.0,100-120L,2115.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,0,705.0,0,0,0,3.0_Large,0,Ready_To_Move,164,1210.5,3.0,70.0,MagicBricks
116.0,100-120L,1000.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,3,333.3333333333333,0,0,0,3.0_Medium,1,Ready_To_Move,216,1250.0,3.0,72.0,MagicBricks
116.0,100-120L,1000.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,3,333.3333333333333,0,0,0,3.0_Medium,1,Ready_To_Move,216,1250.0,3.0,72.0,MagicBricks
115.0,100-120L,1200.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Owner,False,2,400.0,0,0,1,3.0_Medium,0,Ready_To_Move,11,1737.0,3.0,115.0,MagicBricks
115.0,100-120L,789.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,263.0,0,1,0,3.0_Small,0,Ready_To_Move,240,1435.0,3.0,80.0,MagicBricks
115.0,100-120L,1317.0,3.0,Apartment,Furnished,Sanathal,Tier 3,Owner,True,0,439.0,0,0,1,3.0_Medium,0,Under_Construction,18,1689.5,3.0,115.0,MagicBricks
115.0,100-120L,789.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,263.0,0,1,0,3.0_Small,0,Ready_To_Move,240,1435.0,3.0,80.0,MagicBricks
115.0,100-120L,1317.0,3.0,Apartment,Furnished,Sanathal,Tier 3,Owner,True,0,439.0,0,0,1,3.0_Medium,0,Under_Construction,18,1689.5,3.0,115.0,MagicBricks
115.0,100-120L,1200.0,4.0,Apartment,Semi-Furnished,Isanpur,Tier 2,Owner,False,0,300.0,1,0,0,4.0_Medium,0,Ready_To_Move,27,900.0,2.0,55.0,MagicBricks
115.0,100-120L,1060.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,2,353.3333333333333,0,0,0,3.0_Medium,0,Ready_To_Move,136,1305.0,3.0,85.0,MagicBricks
115.0,100-120L,1160.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,4,386.6666666666667,0,1,0,3.0_Medium,1,Ready_To_Move,240,1435.0,3.0,80.0,MagicBricks
115.0,100-120L,1350.0,3.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,2,450.0,0,0,0,3.0_Medium,0,Ready_To_Move,42,882.0,2.0,60.0,MagicBricks
115.0,100-120L,1760.0,3.0,Apartment,Unfurnished,Gurukul,Tier 2,Unknown,False,0,586.6666666666666,0,0,0,3.0_Large,0,Ready_To_Move,17,1026.0,2.0,68.0,99acres
115.0,100-120L,1380.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,460.0,0,1,0,3.0_Medium,0,Ready_To_Move,240,1435.0,3.0,80.0,MagicBricks
115.0,100-120L,1760.0,3.0,Apartment,Unfurnished,Gurukul,Tier 2,Owner,False,0,586.6666666666666,0,0,0,3.0_Large,0,Ready_To_Move,17,1026.0,2.0,68.0,99acres
115.0,100-120L,1760.0,3.0,Apartment,Unfurnished,Gurukul,Tier 2,Unknown,False,0,586.6666666666666,0,0,0,3.0_Large,0,Ready_To_Move,17,1026.0,2.0,68.0,99acres
115.0,100-120L,1380.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,2,460.0,0,1,0,3.0_Medium,0,Ready_To_Move,240,1435.0,3.0,80.0,MagicBricks
115.0,100-120L,1200.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Owner,False,2,400.0,0,0,1,3.0_Medium,0,Ready_To_Move,11,1737.0,3.0,115.0,MagicBricks
115.0,100-120L,1160.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,4,386.6666666666667,0,1,0,3.0_Medium,1,Ready_To_Move,240,1435.0,3.0,80.0,MagicBricks
115.0,100-120L,1746.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,1,582.0,0,1,0,3.0_Large,0,Ready_To_Move,240,1435.0,3.0,80.0,99acres
115.0,100-120L,1900.0,4.0,Apartment,Furnished,Shela,Tier 2,Owner,False,0,475.0,1,0,0,4.0_Large,0,Ready_To_Move,216,1250.0,3.0,72.0,MagicBricks
115.0,100-120L,1288.0,3.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,2,429.3333333333333,0,1,0,3.0_Medium,0,Ready_To_Move,36,1705.0,3.0,135.0,MagicBricks
115.0,100-120L,1905.0,3.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,1,635.0,0,0,0,3.0_Large,0,Ready_To_Move,115,1325.0,2.0,79.0,MagicBricks
115.0,100-120L,1500.0,4.0,Apartment,Semi-Furnished,Thaltej,Tier 1,Owner,False,0,375.0,1,1,0,4.0_Medium,0,Ready_To_Move,59,1899.0,3.0,150.0,MagicBricks
115.0,100-120L,1762.0,3.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,2,587.3333333333334,0,1,0,3.0_Large,0,Ready_To_Move,67,1350.0,3.0,131.0,MagicBricks
115.0,100-120L,1789.0,4.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,3,447.25,1,0,0,4.0_Large,1,Ready_To_Move,42,882.0,2.0,60.0,MagicBricks
115.0,100-120L,1746.0,3.0,Apartment,Furnished,Bopal,Tier 1,Unknown,False,1,582.0,0,1,0,3.0_Large,0,Ready_To_Move,240,1435.0,3.0,80.0,99acres
115.0,100-120L,1746.0,3.0,Apartment,Furnished,Bopal,Tier 1,Unknown,False,1,582.0,0,1,0,3.0_Large,0,Ready_To_Move,240,1435.0,3.0,80.0,99acres
115.0,100-120L,1450.0,3.0,Apartment,Furnished,New CG Road,Tier 1,Owner,False,1,483.3333333333333,0,1,0,3.0_Medium,0,Ready_To_Move,7,1242.0,2.0,105.0,MagicBricks
115.0,100-120L,1176.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,0,392.0,0,1,0,3.0_Medium,0,Ready_To_Move,240,1435.0,3.0,80.0,MagicBricks
114.0,100-120L,2148.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,2,716.0,0,0,0,3.0_Large,0,Ready_To_Move,115,1325.0,2.0,79.0,MagicBricks
114.0,100-120L,2148.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,2,716.0,0,0,0,3.0_Large,0,Ready_To_Move,115,1325.0,2.0,79.0,MagicBricks
111.0,100-120L,1414.0,3.0,Apartment,Furnished,Shela,Tier 2,Dealer,True,0,471.3333333333333,0,0,0,3.0_Medium,0,Under_Construction,216,1250.0,3.0,72.0,MagicBricks
111.0,100-120L,1170.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,4,390.0,0,0,0,3.0_Medium,1,Ready_To_Move,23,1287.0,3.0,118.0,MagicBricks
111.0,100-120L,923.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,1,307.6666666666667,0,1,0,3.0_Medium,0,Ready_To_Move,240,1435.0,3.0,80.0,MagicBricks
111.0,100-120L,1414.0,3.0,Apartment,Furnished,Shela,Tier 2,Dealer,True,0,471.3333333333333,0,0,0,3.0_Medium,0,Under_Construction,216,1250.0,3.0,72.0,MagicBricks
110.0,100-120L,1377.0,2.0,Apartment,Furnished,Shyamal,Tier 2,Owner,False,0,688.5,0,0,0,2.0_Medium,0,Ready_To_Move,5,1300.0,2.0,110.0,MagicBricks
110.0,100-120L,1710.0,3.0,Apartment,Furnished,Gurukul,Tier 2,Owner,False,0,570.0,0,0,0,3.0_Large,0,Ready_To_Move,17,1026.0,2.0,68.0,MagicBricks
