Price_Lakhs,Area_SqFt,BHK,Property_Type,Furnishing_Status,Locality,Locality_Tier,Seller_Type,Under_Construction,Source_Website
250.0,2000.0,3.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,MagicBricks
146.0,1899.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Unknown,True,MagicBricks
125.0,1890.0,3.0,Apartment,Unfurnished,Gota,Tier 2,Owner,False,99acres
83.9,1500.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
140.0,3400.0,3.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,MagicBricks
150.0,1600.0,3.0,Apartment,Unfurnished,Shilaj,Tier 2,Owner,False,99acres
200.0,1320.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
135.0,2010.0,3.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,MagicBricks
42.0,1098.0,2.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
106.0,2032.0,3.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,MagicBricks
325.0,3000.0,4.0,Apartment,Furnished,Science City,Tier 2,Owner,False,MagicBricks
140.0,1936.0,3.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
84.0,1232.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
250.0,3170.0,4.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
50.0,1070.0,2.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
51.5,900.0,2.0,Apartment,Furnished,Nirnay Nagar,Tier 3,Owner,False,MagicBricks
110.0,867.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
26.0,1290.0,2.0,Apartment,Semi-Furnished,Sola,Tier 2,Owner,False,MagicBricks
22.0,372.0,1.0,Apartment,Furnished,Gurukul,Tier 2,Owner,False,MagicBricks
110.0,1200.0,4.0,Independent House,Unfurnished,Amraiwadi,Tier 2,Unknown,False,99acres
266.0,3707.0,4.0,Apartment,Furnished,Vaishno Devi,Tier 2,Dealer,True,MagicBricks
62.0,1210.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
150.0,1905.0,3.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,MagicBricks
105.0,2005.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
222.00000000000003,1373.0,4.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
151.0,1135.0,3.0,Apartment,Unfurnished,Naroda,Tier 3,Owner,False,99acres
51.8,1216.0,2.0,Apartment,Furnished,Vasna,Tier 2,Owner,True,MagicBricks
45.0,882.0,2.0,Apartment,Semi-Furnished,Ranip,Tier 2,Owner,False,MagicBricks
39.0,505.0,1.0,Apartment,Semi-Furnished,Narol,Tier 2,Owner,False,MagicBricks
42.0,598.0,2.0,Apartment,Semi-Furnished,Manipur,Tier 3,Owner,False,MagicBricks
109.0,1285.0,3.0,Apartment,Furnished,Shantipura,Tier 3,Owner,True,MagicBricks
62.0,1080.0,2.0,Apartment,Semi-Furnished,Satellite,Tier 1,Owner,False,MagicBricks
379.0,5241.0,4.0,Apartment,Furnished,Thaltej,Tier 1,Owner,True,MagicBricks
65.0,850.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
168.0,1688.0,3.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
70.0,1215.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
184.0,2810.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
62.0,684.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
150.0,1360.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
105.0,1750.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
4.4,2628.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,MagicBricks
300.0,3220.0,4.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
81.0,210.0,3.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,MagicBricks
84.0,840.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
54.0,760.0,2.0,Apartment,Semi-Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
60.0,625.0,2.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
70.0,300.0,2.0,Apartment,Semi-Furnished,Vastral,Tier 2,Owner,False,MagicBricks
60.0,1017.0,2.0,Apartment,Furnished,Maninagar,Tier 2,Unknown,False,99acres
215.0,1455.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,False,MagicBricks
77.0,532.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
30.0,850.0,3.0,Apartment,Furnished,Saijpur Bogha,Tier 3,Owner,False,MagicBricks
15.0,560.0,1.0,Apartment,Furnished,Hatkeshwar,Tier 3,Owner,False,MagicBricks
52.5,1197.0,3.0,Apartment,Furnished,Lambha,Tier 3,Owner,False,MagicBricks
65.0,1505.0,3.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,MagicBricks
59.0,1557.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
95.0,980.0,2.0,Apartment,Furnished,Memnagar,Tier 2,Owner,False,MagicBricks
170.0,2871.0,4.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
35.0,450.0,1.0,Apartment,Furnished,Sanathal,Tier 3,Owner,False,MagicBricks
40.0,990.0,2.0,Apartment,Semi-Furnished,Amraiwadi,Tier 2,Owner,False,MagicBricks
40.0,1188.0,2.0,Apartment,Furnished,Hathijan,Tier 3,Owner,False,MagicBricks
165.0,1287.0,3.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
305.0,3591.0,4.0,Apartment,Unfurnished,Gota,Tier 2,Unknown,False,99acres
84.0,1232.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
364.0,5400.0,4.0,Apartment,Furnished,Bhadaj,Tier 3,Owner,True,MagicBricks
90.0,1214.0,2.0,Apartment,Unfurnished,Vaishno Devi,Tier 2,Owner,False,99acres
54.0,1800.0,2.0,Apartment,Furnished,New CG Road,Tier 1,Owner,False,MagicBricks
38.0,724.0,2.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
185.0,2500.0,3.0,Apartment,Furnished,Jodhpur,Tier 2,Owner,False,MagicBricks
240.0,2300.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
75.0,1630.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
72.0,825.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
120.0,1030.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
77.9,1014.0,3.0,Apartment,Furnished,Motera,Tier 2,Owner,True,MagicBricks
125.0,945.0,3.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
44.0,1161.0,2.0,Apartment,Furnished,Isanpur,Tier 2,Owner,False,MagicBricks
69.0,1737.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
201.0,3447.0,4.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
250.0,2529.0,1.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,True,99acres
95.0,1048.0,3.0,Apartment,Furnished,Gokuldham,Tier 2,Owner,False,MagicBricks
62.5,741.0,2.0,Apartment,Unfurnished,Jagatpur,Tier 2,Owner,True,99acres
16.8,675.0,1.0,Apartment,Semi-Furnished,Hathijan,Tier 3,Owner,False,MagicBricks
64.0,1305.0,2.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
41.0,1089.0,2.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
100.0,1584.0,3.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,MagicBricks
51.5,1350.0,3.0,Apartment,Semi-Furnished,Kathwada,Tier 3,Owner,False,MagicBricks
250.0,2070.0,2.0,Apartment,Furnished,Chanakyapuri,Tier 3,Owner,False,MagicBricks
70.0,800.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,MagicBricks
90.0,1214.0,2.0,Apartment,Unfurnished,Vaishno Devi,Tier 2,Unknown,False,99acres
19.0,720.0,1.0,Apartment,Furnished,Vatva,Tier 2,Owner,False,MagicBricks
160.0,1989.0,3.0,Apartment,Furnished,Shyamal,Tier 2,Owner,False,MagicBricks
26.0,900.0,2.0,Apartment,Semi-Furnished,Nikol,Tier 2,Owner,False,MagicBricks
35.0,600.0,1.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
215.0,1605.0,4.0,Apartment,Furnished,Navrangpura,Tier 1,Owner,False,MagicBricks
96.8,1750.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
241.0,2598.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
86.0,1510.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
142.0,1660.0,4.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,True,MagicBricks
175.0,2466.0,4.0,Apartment,Semi-Furnished,Bodakdev,Tier 1,Owner,False,MagicBricks
78.0,980.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
55.0,810.0,2.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
45.0,750.0,2.0,Apartment,Furnished,Ghodasar,Tier 2,Owner,False,MagicBricks
140.0,1291.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,False,MagicBricks
35.0,600.0,1.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
90.0,2000.0,3.0,Apartment,Furnished,Mahadev Nagar,Tier 3,Owner,False,MagicBricks
11.5,585.0,1.0,Apartment,Furnished,Narol,Tier 2,Owner,False,MagicBricks
37.0,1548.0,3.0,Apartment,Furnished,Narol,Tier 2,Owner,False,MagicBricks
125.0,1102.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
50.0,650.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
105.0,1800.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
166.0,2385.0,3.0,Apartment,Furnished,Ambawadi,Tier 1,Builder,True,MagicBricks
100.0,1260.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
98.0,782.0,3.0,Apartment,Unfurnished,Shilaj,Tier 2,Unknown,False,99acres
241.0,2598.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
14.5,657.0,1.0,Apartment,Semi-Furnished,Aslali,Tier 3,Owner,False,MagicBricks
39.0,703.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
65.0,938.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
31.0,391.0,1.0,Apartment,Furnished,Shantipura,Tier 3,Owner,True,MagicBricks
39.6,1200.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
335.0,2120.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
40.0,1025.0,2.0,Apartment,Semi-Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
51.0,1500.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
210.0,3849.0,5.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
85.0,575.0,3.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
140.0,1411.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Owner,True,MagicBricks
48.0,760.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
222.00000000000003,3900.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,MagicBricks
100.0,1040.0,3.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,MagicBricks
80.0,1650.0,3.0,Apartment,Semi-Furnished,Gulbai Tekra,Tier 1,Owner,False,MagicBricks
45.0,800.0,2.0,Apartment,Furnished,Ghodasar,Tier 2,Owner,False,MagicBricks
77.9,1014.0,3.0,Apartment,Furnished,Motera,Tier 2,Owner,True,MagicBricks
170.0,3341.0,4.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
100.0,1210.0,3.0,Apartment,Semi-Furnished,New CG Road,Tier 1,Owner,False,MagicBricks
27.0,750.0,2.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
180.0,1417.0,3.0,Apartment,Semi-Furnished,Sabarmati,Tier 2,Owner,False,MagicBricks
171.0,6500.0,3.0,Apartment,Furnished,Ambawadi,Tier 1,Owner,False,MagicBricks
150.0,1035.0,2.0,Independent House,Unfurnished,Nikol,Tier 2,Unknown,False,99acres
365.0,3285.0,5.0,Apartment,Furnished,Kankaria,Tier 2,Owner,False,MagicBricks
79.5,1700.0,3.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
45.0,850.0,2.0,Apartment,Furnished,Manipur,Tier 3,Owner,False,MagicBricks
100.0,1341.0,3.0,Apartment,Furnished,Hansol,Tier 3,Owner,False,MagicBricks
118.0,1612.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Owner,False,MagicBricks
60.0,743.0,2.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,MagicBricks
80.0,700.0,2.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,MagicBricks
80.0,1200.0,2.0,Apartment,Semi-Furnished,Bapunagar,Tier 2,Owner,False,MagicBricks
45.0,870.0,2.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
50.0,1000.0,2.0,Apartment,Semi-Furnished,Vasna,Tier 2,Owner,False,MagicBricks
40.0,855.0,2.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
74.0,1025.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
73.8,931.0,3.0,Apartment,Furnished,Shela,Tier 2,Dealer,True,MagicBricks
48.0,925.0,2.0,Apartment,Semi-Furnished,Tragad,Tier 2,Owner,False,MagicBricks
194.0,3447.0,4.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
148.0,1250.0,3.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,MagicBricks
65.0,1265.0,2.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
95.0,1044.0,3.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
125.0,1200.0,4.0,Apartment,Furnished,D Colony,Tier 3,Owner,False,MagicBricks
39.0,677.0,1.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
99.5,1000.0,3.0,Apartment,Semi-Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
144.0,1520.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
190.0,1020.0,1.0,Apartment,Furnished,Naranpura,Tier 2,Owner,True,99acres
300.0,2150.0,6.0,Apartment,Semi-Furnished,Vasna,Tier 2,Owner,False,MagicBricks
84.0,945.0,3.0,Apartment,Furnished,Vasna,Tier 2,Dealer,False,MagicBricks
45.0,1206.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
80.0,711.0,2.0,Apartment,Semi-Furnished,Vejalpur,Tier 2,Owner,False,MagicBricks
95.0,1746.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
220.00000000000003,2125.0,4.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,True,MagicBricks
70.0,1500.0,3.0,Apartment,Unfurnished,Chandkheda,Tier 2,Owner,False,99acres
116.0,2290.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,True,MagicBricks
60.0,800.0,2.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,MagicBricks
55.0,1440.0,3.0,Apartment,Furnished,Isanpur,Tier 2,Owner,False,MagicBricks
81.7,765.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
38.5,527.0,2.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
145.0,2360.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,True,MagicBricks
95.0,1700.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,99acres
55.0,661.0,2.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,MagicBricks
19.0,825.0,1.0,Apartment,Furnished,Changodar,Tier 2,Owner,False,MagicBricks
192.0,2520.0,4.0,Apartment,Furnished,Chharodi,Tier 3,Owner,False,MagicBricks
85.0,1701.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
56.0,982.0,2.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
205.0,2788.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,False,MagicBricks
89.0,1350.0,3.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,False,MagicBricks
78.0,1530.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Unknown,False,99acres
55.0,625.0,2.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
27.0,432.0,2.0,Apartment,Furnished,Changodar,Tier 2,Owner,False,MagicBricks
87.0,1404.0,2.0,Apartment,Furnished,Memnagar,Tier 2,Owner,False,MagicBricks
200.0,2838.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
45.9,1435.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
165.0,1428.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
100.0,1102.0,3.0,Apartment,Furnished,Usmanpura,Tier 3,Owner,False,MagicBricks
135.0,1287.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
260.0,3065.0,4.0,Apartment,Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
100.0,1530.0,3.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
55.0,1060.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
79.0,2135.0,3.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
360.0,2009.0,4.0,Apartment,Furnished,Motera,Tier 2,Owner,False,MagicBricks
95.0,1845.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
289.0,1916.0,4.0,Apartment,Furnished,Jodhpur,Tier 2,Owner,True,MagicBricks
91.0,1404.0,2.0,Apartment,Furnished,Memnagar,Tier 2,Owner,False,MagicBricks
75.0,1052.0,3.0,Apartment,Furnished,Bhadaj,Tier 3,Owner,False,MagicBricks
180.0,1300.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
80.0,1430.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
74.0,1165.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
359.0,3168.0,4.0,Apartment,Furnished,Science City,Tier 2,Owner,True,MagicBricks
165.0,1800.0,3.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
92.0,1330.0,3.0,Apartment,Semi-Furnished,Motera,Tier 2,Owner,False,MagicBricks
50.0,684.0,2.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
195.0,2367.0,3.0,Independent House,Semi-Furnished,Sanathal,Tier 3,Owner,False,99acres
59.51,1458.0,1.0,Apartment,Unfurnished,Vastral,Tier 2,Owner,True,99acres
27.0,927.0,2.0,Apartment,Furnished,Vatva,Tier 2,Owner,False,MagicBricks
250.0,2154.0,4.0,Apartment,Furnished,Usmanpura,Tier 3,Owner,False,MagicBricks
16.0,648.0,1.0,Apartment,Furnished,Changodar,Tier 2,Owner,False,MagicBricks
27.0,630.0,1.0,Apartment,Semi-Furnished,Ghodasar,Tier 2,Owner,False,MagicBricks
78.0,1765.0,3.0,Apartment,Unfurnished,Shela,Tier 2,Unknown,False,99acres
131.0,1240.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
198.0,1707.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,True,MagicBricks
72.0,1050.0,2.0,Apartment,Semi-Furnished,Prahlad Nagar,Tier 1,Owner,False,MagicBricks
45.0,1000.0,3.0,Apartment,Semi-Furnished,Keshav Nagar,Tier 3,Owner,False,MagicBricks
217.0,2097.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,MagicBricks
49.5,381.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
45.0,800.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
34.5,400.0,1.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
140.0,960.0,5.0,Apartment,Furnished,Isanpur,Tier 2,Owner,False,MagicBricks
40.0,1185.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
65.0,680.0,2.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
100.0,1700.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
42.0,780.0,2.0,Apartment,Semi-Furnished,Sanand,Tier 2,Owner,False,MagicBricks
111.0,700.0,2.0,Apartment,Furnished,Vastrapur,Tier 1,Owner,False,MagicBricks
83.0,693.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
79.2,1660.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
267.0,3845.0,4.0,Apartment,Furnished,Bopal,Tier 1,Unknown,False,MagicBricks
90.0,1700.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,False,MagicBricks
75.0,1530.0,3.0,Apartment,Furnished,Sabarmati,Tier 2,Owner,False,MagicBricks
70.0,864.0,3.0,Apartment,Semi-Furnished,Ghodasar,Tier 2,Owner,False,MagicBricks
46.6,700.0,2.0,Apartment,Furnished,Ranip,Tier 2,Owner,False,MagicBricks
105.0,1080.0,3.0,Apartment,Furnished,Keshav Nagar,Tier 3,Owner,False,MagicBricks
68.0,1280.0,2.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
25.0,737.0,1.0,Apartment,Semi-Furnished,Narol,Tier 2,Owner,False,MagicBricks
158.0,2280.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
48.0,675.0,2.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
142.0,1890.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,False,MagicBricks
91.0,1360.0,3.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
100.0,1575.0,3.0,Apartment,Semi-Furnished,Kankaria,Tier 2,Owner,False,MagicBricks
40.4,1170.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
35.5,1208.0,2.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,MagicBricks
52.0,1053.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
77.0,1350.0,3.0,Apartment,Unfurnished,Shilaj,Tier 2,Unknown,False,99acres
42.0,688.0,3.0,Apartment,Semi-Furnished,Naroda,Tier 3,Owner,False,MagicBricks
325.0,2338.0,4.0,Apartment,Furnished,Ambawadi,Tier 1,Owner,False,MagicBricks
67.5,1935.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
151.0,1135.0,3.0,Apartment,Unfurnished,Naroda,Tier 3,Unknown,False,99acres
115.0,1550.0,3.0,Apartment,Semi-Furnished,Makarba,Tier 2,Owner,False,MagicBricks
50.0,555.0,2.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,MagicBricks
48.0,663.0,2.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
75.0,882.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
90.0,853.0,3.0,Apartment,Furnished,Sanand,Tier 2,Owner,True,MagicBricks
40.0,650.0,1.0,Apartment,Semi-Furnished,Jivrajpark,Tier 2,Owner,False,MagicBricks
115.0,1288.0,3.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,MagicBricks
31.0,520.0,2.0,Apartment,Semi-Furnished,Kankaria,Tier 2,Owner,False,MagicBricks
38.0,516.0,2.0,Apartment,Semi-Furnished,Vejalpur,Tier 2,Owner,False,MagicBricks
85.0,1075.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
54.0,780.0,3.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,MagicBricks
85.0,1669.0,3.0,Apartment,Semi-Furnished,Motera,Tier 2,Owner,False,MagicBricks
85.0,1700.0,3.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
32.5,770.0,2.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
78.0,639.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
97.0,1209.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
85.0,1700.0,3.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
180.0,1350.0,3.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
140.0,1411.0,3.0,Apartment,Furnished,Chharodi,Tier 3,Owner,True,MagicBricks
99.0,1530.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
125.0,900.0,2.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
170.0,3341.0,4.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
210.0,4995.0,4.0,Apartment,Furnished,Ramdev Nagar,Tier 3,Owner,False,MagicBricks
50.0,972.0,2.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,MagicBricks
72.0,803.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
68.0,1300.0,3.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
425.0,3440.0,4.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
141.0,1152.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,False,MagicBricks
58.0,726.0,2.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,MagicBricks
195.0,1334.0,3.0,Apartment,Semi-Furnished,Navrangpura,Tier 1,Owner,False,MagicBricks
89.0,1354.0,3.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
100.0,1500.0,3.0,Apartment,Furnished,Vastrapur,Tier 1,Owner,False,MagicBricks
217.0,2097.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,MagicBricks
185.0,2250.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,MagicBricks
215.0,1347.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
125.0,3500.0,4.0,Apartment,Semi-Furnished,Sanand,Tier 2,Owner,False,MagicBricks
65.0,675.0,2.0,Apartment,Semi-Furnished,Vasna,Tier 2,Owner,False,MagicBricks
